Candle_Group_A|2374.1167,55.2069,2254.9844|0.0000,330.0000,0.0000
Pumpkin_E|2375.4985,56.7160,2249.4453|-0.0000,110.0000,-0.0000
Pumpkin_D|2376.0430,54.2845,2249.0803|-0.0000,90.0000,-0.0000
Pumpkin_G|2375.9189,54.2199,2248.7310|-0.0000,140.0000,-0.0000
Spooky Tree_ A|2362.7224,54.3529,2269.6016|0.0000,330.0000,0.0000
Pumpkin_G|2302.5654,54.3916,2248.6687|-0.0000,10.0000,-0.0000
Pumpkin_G|2308.8667,52.7783,2270.2354|0.0000,230.0000,0.0000
Skeleton_pelvis_ribs|2271.7983,56.1413,2288.2388|75.0001,60.0000,180.0000
Skeleton_head|2271.6416,56.3376,2288.1741|329.9999,250.0000,0.0000
Skeleton_right_arm_b|2271.6091,56.5365,2288.3135|270.0000,270.0000,0.0000
street lamp_b|2274.0559,55.2802,2289.8462|0.0000,230.0000,0.0000
street lamp_a|2299.6677,53.5056,2279.7029|0.0000,220.0000,0.0000
street lamp_c|2292.2642,54.8381,2267.0984|-0.0000,40.0000,-0.0000
street lamp_d|2306.6345,52.8019,2266.3418|0.0000,280.0000,0.0000
street lamp_a|2301.4075,53.6645,2257.1343|-0.0000,0.0000,0.0000
street lamp_b|2312.9902,52.9973,2258.5718|-0.0000,0.0000,-0.0000
street lamp_d|2309.4517,53.0972,2246.6279|-0.0000,0.0000,0.0000
street lamp_b|2325.7964,52.9830,2244.8328|-0.0000,0.0000,0.0000
Candle_H|2271.8147,55.8595,2288.4041|-0.0000,0.0000,0.0000
Candle_C|2271.7935,55.8629,2288.0081|-0.0000,-0.0000,0.0000
Candle_G|2271.8838,55.8577,2288.3372|-0.0000,-0.0000,0.0000
